PipeID,UpNode,DownNode,UpBottomElev,DownBottomElev,Shape,Height,Width,HydrolicRadius,Length,Slope,DesignFlow,CapitalCost(CNY),HasPump
781,355,288,5.24,4.48,CIRC,0.30,0.30,0.07,345.64,0.00,23,55146,0
717,299,355,8.00,5.34,CIRC,0.20,0.20,0.05,693.53,0.00,7,50444,0
780,288,370,4.48,3.72,CIRC,0.30,0.30,0.07,346.30,0.00,27,75632,0
129,98,87,1.78,8.19,CIRC,0.50,0.50,0.12,389.69,-0.02,80,2074806,1
824,374,101,3.82,3.04,CIRC,0.35,0.35,0.09,392.74,0.00,32,90810,0
126,101,99,3.04,2.66,CIRC,0.35,0.35,0.09,188.02,0.00,34,51911,0
317,197,495,5.22,4.64,CIRC,0.30,0.30,0.07,262.91,-0.01,26,52266,0
770,97,368,7.65,6.15,CIRC,0.20,0.20,0.05,392.49,0.00,11,56285,0
769,368,197,6.05,5.22,CIRC,0.30,0.30,0.07,370.48,0.00,21,81269,0
823,495,374,4.59,3.82,CIRC,0.35,0.35,0.09,384.20,0.00,31,71189,0
771,369,97,9.30,7.65,CIRC,0.20,0.20,0.05,430.28,0.00,5,25708,0
127,99,98,2.66,1.93,CIRC,0.35,0.35,0.09,367.66,0.00,34,123969,0
231,456,446,10.90,9.39,CIRC,0.20,0.20,0.05,394.33,0.00,3,22185,0
747,283,471,5.39,4.89,CIRC,0.80,0.80,0.20,389.80,0.00,155,192110,0
492,433,283,5.81,5.39,CIRC,0.80,0.80,0.20,326.07,0.00,154,150681,0
706,348,347,7.83,7.40,CIRC,0.45,0.45,0.11,330.30,0.00,52,73091,0
704,347,278,7.40,6.69,CIRC,0.45,0.45,0.11,546.94,0.00,56,133177,0
694,343,277,10.90,9.21,CIRC,0.20,0.20,0.05,440.94,0.00,15,22349,0
504,277,278,6.51,6.23,CIRC,0.50,0.50,0.12,201.17,0.00,83,57435,0
695,341,277,7.39,6.51,CIRC,0.50,0.50,0.12,549.11,0.00,64,143930,0
703,349,278,9.19,8.10,CIRC,0.30,0.30,0.07,442.29,0.00,30,56184,0
697,342,341,7.93,7.39,CIRC,0.50,0.50,0.12,328.58,0.00,63,76023,0
749,473,349,10.80,9.19,CIRC,0.30,0.30,0.07,726.06,0.00,22,47806,0
728,361,360,3.99,8.57,CIRC,0.30,0.30,0.07,393.11,-0.02,27,1048656,1
740,195,360,10.90,9.39,CIRC,0.20,0.20,0.05,393.37,0.00,7,22094,0
727,280,357,10.90,9.67,CIRC,0.20,0.20,0.05,319.90,0.00,9,15704,0
729,357,360,9.29,8.57,CIRC,0.30,0.30,0.07,325.72,0.00,22,39908,0
722,194,357,10.90,9.39,CIRC,0.20,0.20,0.05,394.56,0.00,11,22207,0
700,346,344,7.20,6.11,CIRC,0.20,0.20,0.05,363.10,0.00,4,36208,0
765,344,361,4.74,3.99,CIRC,0.30,0.30,0.07,337.01,0.00,20,100320,0
737,360,342,8.42,7.98,CIRC,0.45,0.45,0.11,336.33,0.00,56,62901,0
494,468,282,10.90,9.62,CIRC,0.20,0.20,0.05,333.17,0.00,10,16780,0
495,295,286,7.20,9.30,CIRC,0.20,0.20,0.05,333.93,0.00,5,316596,1
497,286,282,9.15,8.37,CIRC,0.35,0.35,0.09,390.81,0.00,35,36672,0
738,282,348,8.27,7.83,CIRC,0.45,0.45,0.11,336.29,0.00,49,65855,0
767,350,344,5.61,4.84,CIRC,0.20,0.20,0.05,201.18,0.00,14,48379,0
736,470,282,10.50,9.33,CIRC,0.20,0.20,0.05,390.78,0.00,3,22597,0
707,351,352,7.50,6.70,CIRC,0.20,0.20,0.05,207.97,0.00,6,6456,0
709,352,350,6.70,5.61,CIRC,0.20,0.20,0.05,364.03,0.00,6,46052,0
762,475,156,4.38,3.69,CIRC,0.20,0.20,0.05,230.14,0.00,7,57270,0
757,477,476,7.50,5.32,CIRC,0.20,0.20,0.05,568.98,0.00,7,37343,0
758,476,475,5.32,4.38,CIRC,0.20,0.20,0.05,244.69,0.00,7,34388,0
761,156,286,3.59,9.20,CIRC,0.30,0.30,0.07,391.37,-0.01,28,1050744,1
502,278,433,6.03,5.91,CIRC,0.70,0.70,0.17,93.97,0.00,149,36345,0
87,387,64,7.20,6.20,CIRC,0.20,0.20,0.05,1837.92,0.00,8,504593,1
191,128,64,8.60,6.20,CIRC,0.20,0.20,0.05,625.45,0.00,11,27121,0
86,65,64,0.96,5.40,CIRC,1.00,1.00,0.25,427.82,0.00,394,5987803,1
219,143,65,1.55,0.96,CIRC,1.00,1.00,0.25,624.90,0.00,393,411781,0
435,70,217,2.61,1.97,CIRC,1.00,1.00,0.25,624.46,0.00,345,401226,0
90,68,69,3.51,3.02,CIRC,1.00,1.00,0.25,438.90,0.00,312,253137,0
381,215,216,8.50,6.80,CIRC,0.20,0.20,0.05,442.83,0.00,6,21416,0
414,235,216,8.00,6.24,CIRC,0.20,0.20,0.05,458.49,0.00,12,28651,0
413,216,69,6.14,4.77,CIRC,0.30,0.30,0.07,623.88,0.00,28,96239,0
89,69,70,3.02,2.61,CIRC,1.00,1.00,0.25,394.93,0.00,338,239571,0
379,217,143,1.97,1.55,CIRC,1.00,1.00,0.25,417.53,-0.01,352,272071,0
427,234,146,5.60,4.75,CIRC,0.30,0.30,0.07,385.38,0.00,25,56803,0
428,231,234,6.60,5.60,CIRC,0.30,0.30,0.07,448.67,0.00,21,59281,0
410,232,231,8.50,6.70,CIRC,0.20,0.20,0.05,468.84,0.00,7,29771,0
221,146,150,4.70,3.47,CIRC,0.35,0.35,0.09,618.28,0.00,33,118987,0
220,150,143,3.37,2.77,CIRC,0.45,0.45,0.11,460.50,0.00,52,125511,0
54,42,46,5.51,5.35,CIRC,0.50,0.50,0.12,102.34,0.00,68,19125,0
291,133,41,7.27,6.56,CIRC,0.40,0.40,0.10,475.95,-0.00,46,53193,0
193,402,133,9.10,7.37,CIRC,0.30,0.30,0.07,745.90,0.00,29,47607,0
55,41,42,6.51,5.56,CIRC,0.45,0.45,0.11,732.76,0.00,58,102695,0
407,46,68,4.52,3.51,CIRC,1.00,1.00,0.25,898.04,0.00,303,471498,0
338,59,136,6.22,5.80,CIRC,0.90,0.90,0.23,451.74,0.00,248,167208,0
197,136,135,5.70,5.26,CIRC,1.00,1.00,0.25,346.62,0.00,253,162095,0
72,58,59,8.20,7.65,CIRC,0.50,0.50,0.12,344.43,0.00,65,28918,0
281,170,171,2.57,2.31,CIRC,0.45,0.45,0.11,200.48,0.00,51,71647,0
200,132,134,4.76,4.07,CIRC,0.35,0.35,0.09,345.86,0.00,37,91886,0
253,163,55,6.92,5.87,CIRC,0.30,0.30,0.07,478.88,0.00,22,54335,0
255,55,132,5.87,4.81,CIRC,0.30,0.30,0.07,454.34,0.00,29,92793,0
326,134,57,4.02,3.34,CIRC,0.40,0.40,0.10,453.33,0.00,42,138127,0
282,169,163,7.80,6.92,CIRC,0.30,0.30,0.07,392.46,0.00,17,18558,0
324,57,170,3.34,2.62,CIRC,0.40,0.40,0.10,478.98,0.00,45,158316,0
331,171,58,2.31,8.25,CIRC,0.45,0.45,0.11,479.04,-0.01,52,1582074,1
205,25,137,7.90,6.63,CIRC,0.20,0.20,0.05,422.33,0.00,1,27583,0
204,137,138,6.53,5.64,CIRC,0.30,0.30,0.07,408.09,0.00,23,53236,0
207,138,139,4.54,7.65,CIRC,0.45,0.45,0.11,309.98,0.00,54,1566708,1
278,139,409,7.30,6.86,CIRC,0.80,0.80,0.20,390.01,0.00,184,85368,0
336,161,166,8.50,6.95,CIRC,0.20,0.20,0.05,404.65,0.00,7,23170,0
262,165,166,6.32,5.51,CIRC,0.30,0.30,0.07,362.47,0.00,16,56771,0
260,166,138,5.51,4.69,CIRC,0.30,0.30,0.07,370.64,0.00,28,68927,0
256,162,164,8.50,7.18,CIRC,0.20,0.20,0.05,343.44,0.00,10,17636,0
263,164,165,7.18,6.42,CIRC,0.20,0.20,0.05,199.80,0.00,12,21025,0
214,54,142,1.74,1.06,CIRC,0.70,0.70,0.17,479.38,0.00,135,248944,0
186,127,52,3.61,2.65,CIRC,0.35,0.35,0.09,479.52,0.00,36,140550,0
258,141,126,5.27,4.26,CIRC,0.30,0.30,0.07,435.78,0.00,29,81912,0
187,126,127,4.21,3.61,CIRC,0.35,0.35,0.09,301.52,0.00,32,73739,0
68,52,54,2.55,1.99,CIRC,0.45,0.45,0.11,432.91,0.00,53,159561,0
195,131,130,5.23,4.53,CIRC,0.50,0.50,0.12,408.64,0.00,60,96517,0
208,130,53,4.53,3.89,CIRC,0.50,0.50,0.12,450.62,0.00,76,133170,0
71,53,54,3.89,3.33,CIRC,0.50,0.50,0.12,406.80,-0.01,83,127960,0
212,140,141,6.18,5.27,CIRC,0.30,0.30,0.07,411.85,0.00,22,55009,0
213,26,140,7.90,6.28,CIRC,0.20,0.20,0.05,422.19,0.00,11,24893,0
194,124,131,7.90,6.25,CIRC,0.20,0.20,0.05,431.67,0.00,8,25848,0
279,142,139,1.06,7.40,CIRC,0.70,0.70,0.17,404.84,-0.02,140,3017932,1
337,409,59,6.86,6.32,CIRC,0.80,0.80,0.20,479.14,0.00,191,125536,0
49,39,40,7.90,6.25,CIRC,0.20,0.20,0.05,430.32,0.00,8,25712,0
51,44,40,7.70,6.52,CIRC,0.40,0.40,0.10,789.37,0.00,40,57393,0
216,40,131,6.05,5.33,CIRC,0.40,0.40,0.10,481.85,0.00,46,71709,0
334,135,43,5.26,4.64,CIRC,1.00,1.00,0.25,478.61,0.00,253,230535,0
52,43,46,4.64,4.52,CIRC,1.00,1.00,0.25,101.16,0.00,253,49172,0
65,33,60,7.47,6.95,CIRC,0.40,0.40,0.10,346.43,0.00,38,34159,0
369,414,60,8.50,7.51,CIRC,0.30,0.30,0.07,450.99,0.00,26,21520,0
47,45,33,8.50,7.57,CIRC,0.30,0.30,0.07,419.91,0.00,27,19326,0
67,60,384,6.85,6.05,CIRC,0.50,0.50,0.12,469.69,-0.00,60,59768,0
799,486,373,7.10,5.71,CIRC,0.30,0.30,0.07,602.58,0.00,29,36428,0
802,373,305,3.02,1.80,CIRC,0.50,0.50,0.12,898.29,0.00,84,293810,0
798,372,373,3.88,3.07,CIRC,0.45,0.45,0.11,619.90,0.00,51,168633,0
800,303,371,6.14,5.13,CIRC,0.30,0.30,0.07,439.08,0.00,29,104223,0
550,304,303,8.00,6.24,CIRC,0.20,0.20,0.05,585.27,0.00,13,60954,0
797,371,372,5.03,3.93,CIRC,0.40,0.40,0.10,732.48,-0.00,39,200263,0
82,34,416,9.90,8.10,CIRC,0.30,0.30,0.07,805.41,0.00,16,57009,0
80,416,388,8.00,6.95,CIRC,0.40,0.40,0.10,703.82,0.00,47,101408,0
144,38,113,9.10,7.33,CIRC,0.30,0.30,0.07,805.36,0.00,26,56504,0
374,415,214,8.35,7.50,CIRC,0.35,0.35,0.09,425.35,0.00,33,24105,0
376,214,113,7.40,6.82,CIRC,0.45,0.45,0.11,441.04,0.00,56,59901,0
142,113,63,6.67,8.80,CIRC,0.60,0.60,0.15,703.84,0.00,87,2211983,1
85,47,67,7.20,5.91,CIRC,0.20,0.20,0.05,430.10,0.00,11,37238,0
83,67,63,5.81,9.10,CIRC,0.30,0.30,0.07,450.49,0.00,20,826771,1
81,63,388,8.50,8.10,CIRC,0.90,0.90,0.23,407.11,0.00,227,114168,0
141,115,114,5.21,4.62,CIRC,0.45,0.45,0.11,451.67,0.00,58,103932,0
405,61,229,6.48,5.79,CIRC,0.40,0.40,0.10,461.14,0.00,46,61169,0
406,229,115,5.74,5.21,CIRC,0.45,0.45,0.11,405.49,0.00,56,79993,0
389,222,114,2.91,2.29,CIRC,0.50,0.50,0.12,442.49,0.00,81,168175,0
60,385,61,7.40,6.58,CIRC,0.30,0.30,0.07,373.59,0.00,24,20939,0
390,420,222,3.56,2.91,CIRC,0.50,0.50,0.12,458.72,0.00,77,144991,0
140,114,63,2.09,8.70,CIRC,0.70,0.70,0.17,1022.39,-0.01,128,3032812,1
458,258,147,7.90,6.43,CIRC,0.20,0.20,0.05,383.25,0.00,9,21151,0
226,461,147,2.48,1.97,CIRC,0.40,0.40,0.10,340.57,0.00,46,122717,0
224,147,144,1.87,0.68,CIRC,0.50,0.50,0.12,735.89,0.00,64,313194,0
474,262,460,5.59,4.25,CIRC,0.20,0.20,0.05,349.37,0.00,15,67483,0
473,460,148,4.15,3.29,CIRC,0.30,0.30,0.07,385.73,0.00,18,96533,0
225,148,461,3.29,2.58,CIRC,0.30,0.30,0.07,324.16,0.00,28,97063,0
395,144,418,0.68,6.90,CIRC,0.50,0.50,0.12,2591.11,-0.00,71,2456731,1
682,339,329,7.90,6.85,CIRC,0.20,0.20,0.05,349.93,0.00,2,20921,0
640,329,262,6.85,5.59,CIRC,0.20,0.20,0.05,328.20,0.00,11,44861,0
393,418,227,6.90,5.86,CIRC,0.50,0.50,0.12,687.14,0.00,71,66386,0
490,129,427,8.60,2.65,CIRC,0.20,0.20,0.05,1552.37,0.00,2,211750,0
489,427,227,2.65,6.16,CIRC,0.20,0.20,0.05,1261.88,-0.00,2,376818,1
392,227,419,5.86,5.52,CIRC,0.50,0.50,0.12,231.02,0.00,73,30797,0
391,419,420,5.52,3.56,CIRC,0.50,0.50,0.12,1321.38,0.00,73,272535,0
139,396,397,4.50,3.47,CIRC,0.45,0.45,0.11,789.43,0.00,49,204497,0
138,51,396,8.50,4.75,CIRC,0.20,0.20,0.05,978.91,0.00,7,96591,0
